Replication;BOAT_GROUP_QUEUE: Total queue length;BOAT_GROUP_QUEUE: Waiting time arbitrary customer;waitingTimeArbitraryCustomer;Mean boat occupancy;totalQueuelength
1;0,16456;5,2E-4;5,6E-4;0,3495075;0,16456
50,0.3,0.0,0.0,0.35125,0.3
54,0.0,0.0,0.0,0.365,0.0
51,0.15,0.0,0.0,0.3425,0.15
55,0.0,0.0,0.0,0.32125,0.0
52,0.29,0.0,0.0,0.3575,0.29
56,0.43,0.0,0.0,0.36375,0.43
58,0.09,0.0,0.0,0.33,0.09
59,0.04,0.0,0.0,0.3675,0.04
60,0.17,0.0,0.0,0.32625,0.17
53,0.08,0.0,0.0,0.33375,0.08
57,0.47,0.01,0.01,0.3425,0.47
54,0.1,0.0,0.0,0.3325,0.1
58,0.04,0.0,0.0,0.3175,0.04
55,0.09,0.0,0.0,0.315,0.09
59,0.14,0.0,0.0,0.35375,0.14
61,0.42,0.0,0.0,0.32875,0.42
62,0.05,0.0,0.0,0.33875,0.05
56,0.21,0.0,0.0,0.37375,0.21
60,0.19,0.0,0.0,0.32375,0.19
63,0.05,0.0,0.0,0.34875,0.05
61,0.26,0.0,0.0,0.32125,0.26
62,0.09,0.0,0.0,0.3325,0.09
64,0.19,0.0,0.0,0.35375,0.19
63,0.32,0.0,0.0,0.35875,0.32
57,0.12,0.0,0.0,0.31875,0.12
58,0.24,0.0,0.0,0.35,0.24
65,0.1,0.0,0.0,0.29,0.1
59,0.19,0.0,0.0,0.35125,0.19
66,0.1,0.0,0.0,0.3375,0.1
64,0.14,0.0,0.0,0.3025,0.14
60,0.0,0.0,0.0,0.36125,0.0
65,0.08,0.0,0.0,0.36625,0.08
66,0.19,0.0,0.0,0.38875,0.19
61,0.14,0.0,0.0,0.35375,0.14
67,0.1,0.0,0.0,0.36625,0.1
68,0.0,0.0,0.0,0.32875,0.0
69,0.19,0.0,0.0,0.3325,0.19
62,0.04,0.0,0.0,0.3225,0.04
67,0.04,0.0,0.0,0.31375,0.04
63,0.22,0.0,0.0,0.34875,0.22
68,0.14,0.0,0.0,0.32875,0.14
69,0.25,0.0,0.0,0.3225,0.25
64,0.0,0.0,0.0,0.31125,0.0
70,0.42,0.0,0.0,0.38125,0.42
71,0.0,0.0,0.0,0.28125,0.0
72,0.05,0.0,0.0,0.33,0.05
65,0.05,0.0,0.0,0.32875,0.05
70,0.14,0.0,0.0,0.3275,0.14
66,0.09,0.0,0.0,0.34125,0.09
71,0.29,0.0,0.0,0.3575,0.29
67,0.18,0.0,0.0,0.335,0.18
72,0.37,0.0,0.0,0.34,0.37
68,0.07,0.0,0.0,0.30625,0.07
73,0.42,0.01,0.01,0.3675,0.42
74,0.34,0.0,0.0,0.36125,0.34
75,0.12,0.0,0.0,0.335,0.12
76,0.09,0.0,0.0,0.3575,0.09
69,0.23,0.0,0.0,0.3425,0.23
73,0.13,0.0,0.0,0.35625,0.13
70,0.24,0.0,0.0,0.3375,0.24
74,0.09,0.0,0.0,0.40625,0.09
71,0.12,0.0,0.0,0.3425,0.12
75,0.18,0.0,0.0,0.35,0.18
76,0.29,0.0,0.0,0.36625,0.29
77,0.1,0.0,0.0,0.26875,0.1
78,0.24,0.0,0.0,0.33375,0.24
79,0.08,0.0,0.0,0.36375,0.08
72,0.13,0.0,0.0,0.31625,0.13
73,0.28,0.0,0.0,0.40375,0.28
74,0.04,0.0,0.0,0.315,0.04
77,0.13,0.0,0.0,0.31125,0.13
78,0.19,0.0,0.0,0.3325,0.19
79,0.1,0.0,0.0,0.34125,0.1
80,0.0,0.0,0.0,0.31,0.0
75,0.49,0.0,0.0,0.37375,0.49
81,0.2,0.0,0.0,0.2925,0.2
76,0.45,0.0,0.0,0.3925,0.45
82,0.43,0.0,0.0,0.365,0.43
77,0.05,0.0,0.0,0.36875,0.05
80,0.1,0.0,0.0,0.30125,0.1
81,0.47,0.0,0.0,0.4,0.47
82,0.12,0.0,0.0,0.31625,0.12
83,0.05,0.0,0.0,0.335,0.05
84,0.2,0.0,0.0,0.325,0.2
78,0.17,0.0,0.0,0.31,0.17
85,0.3,0.0,0.0,0.31125,0.3
79,0.24,0.0,0.0,0.3175,0.24
80,0.05,0.0,0.0,0.3575,0.05
83,0.21,0.0,0.0,0.3525,0.21
81,0.04,0.0,0.0,0.36125,0.04
84,0.05,0.0,0.0,0.34875,0.05
85,0.23,0.0,0.0,0.33375,0.23
86,0.2,0.0,0.0,0.3075,0.2
87,0.31,0.01,0.0,0.4125,0.31
88,0.17,0.0,0.0,0.3575,0.17
82,0.09,0.0,0.0,0.31,0.09
83,0.0,0.0,0.0,0.29125,0.0
89,0.32,0.0,0.0,0.33375,0.32
84,0.33,0.0,0.0,0.3975,0.33
86,0.13,0.0,0.0,0.36,0.13
87,0.18,0.0,0.0,0.3525,0.18
88,0.09,0.0,0.0,0.35,0.09
89,0.05,0.0,0.0,0.36375,0.05
90,0.16,0.0,0.0,0.35125,0.16
91,0.33,0.01,0.01,0.30875,0.33
85,0.0,0.0,0.0,0.28375,0.0
92,0.27,0.0,0.0,0.35125,0.27
86,0.19,0.0,0.0,0.325,0.19
87,0.05,0.0,0.0,0.32125,0.05
90,0.09,0.0,0.0,0.39625,0.09
91,0.36,0.0,0.0,0.37125,0.36
92,0.19,0.0,0.0,0.395,0.19
93,0.0,0.0,0.0,0.345,0.0
88,0.1,0.0,0.0,0.34625,0.1
94,0.51,0.0,0.0,0.42625,0.51
89,0.26,0.0,0.01,0.3025,0.26
95,0.04,0.0,0.0,0.245,0.04
90,0.0,0.0,0.0,0.3375,0.0
91,0.27,0.0,0.0,0.30875,0.27
93,0.23,0.0,0.0,0.295,0.23
94,0.19,0.0,0.0,0.27125,0.19
95,0.39,0.0,0.0,0.37875,0.39
96,0.28,0.0,0.0,0.375,0.28
92,0.18,0.0,0.0,0.35875,0.18
97,0.09,0.0,0.0,0.39875,0.09
93,0.23,0.0,0.0,0.38375,0.23
98,0.05,0.0,0.0,0.29875,0.05
94,0.48,0.0,0.0,0.38875,0.48
96,0.18,0.0,0.0,0.3325,0.18
97,0.1,0.0,0.0,0.34,0.1
98,0.34,0.0,0.0,0.4,0.34
99,0.05,0.0,0.0,0.30375,0.05
95,0.04,0.0,0.0,0.29375,0.04
99,0.28,0.0,0.0,0.3275,0.28
96,0.3,0.0,0.0,0.3675,0.3
100,0.16,0.0,0.0,0.31125,0.16
97,0.34,0.0,0.0,0.335,0.34
100,0.14,0.0,0.0,0.38,0.14
98,0.17,0.0,0.0,0.3375,0.17
99,0.34,0.0,0.0,0.38375,0.34
100,0.15,0.0,0.0,0.32875,0.15
1,0.0,0.0,0.41,0.01,0.01,0.4275,0.41
2,0.0,0.0,0.09,0.0,0.0,0.4075,0.09
3,0.0,0.0,0.33,0.0,0.0,0.42125,0.33
4,0.0,0.0,0.18,0.0,0.0,0.38875,0.18
5,0.0,0.0,0.14,0.0,0.0,0.4075,0.14
6,0.0,0.0,0.05,0.0,0.0,0.35,0.05
7,0.0,0.0,0.19,0.0,0.0,0.34625,0.19
8,0.0,0.0,0.0,0.0,0.0,0.3775,0.0
9,0.0,0.0,0.44,0.0,0.0,0.37625,0.44
10,0.0,0.0,0.14,0.0,0.0,0.3675,0.14
11,0.0,0.0,0.09,0.0,0.0,0.355,0.09
12,0.0,0.0,0.09,0.0,0.0,0.38875,0.09
13,0.0,0.0,0.05,0.0,0.0,0.33375,0.05
14,0.0,0.0,0.05,0.0,0.0,0.3475,0.05
15,0.0,0.0,0.04,0.0,0.0,0.4225,0.04
16,0.0,0.01,0.25,0.0,0.0,0.38125,0.26
17,0.0,0.0,0.26,0.0,0.0,0.37875,0.26
18,0.0,0.0,0.04,0.0,0.0,0.4075,0.04
19,0.0,0.0,0.24,0.0,0.0,0.3575,0.24
20,0.0,0.0,0.14,0.0,0.0,0.35125,0.14
21,0.0,0.0,0.24,0.0,0.0,0.35625,0.24
22,0.0,0.0,0.13,0.0,0.0,0.37,0.13
23,0.0,0.0,0.14,0.0,0.0,0.39625,0.14
24,0.0,0.0,0.38,0.0,0.0,0.37625,0.38
25,0.0,0.0,0.13,0.0,0.0,0.39375,0.13
26,0.0,0.0,0.39,0.0,0.0,0.3575,0.39
27,0.0,0.0,0.17,0.0,0.0,0.38625,0.17
28,0.0,0.01,0.39,0.0,0.0,0.3875,0.4
29,0.0,0.0,0.05,0.0,0.0,0.4025,0.05
30,0.0,0.0,0.09,0.0,0.0,0.36625,0.09
31,0.0,0.0,0.19,0.0,0.0,0.37625,0.19
32,0.0,0.0,0.1,0.0,0.0,0.3625,0.1
33,0.0,0.0,0.14,0.0,0.0,0.3825,0.14
34,0.0,0.0,0.15,0.0,0.0,0.4025,0.15
35,0.0,0.0,0.05,0.0,0.0,0.37875,0.05
36,0.0,0.0,0.0,0.0,0.0,0.3375,0.0
37,0.0,0.0,0.15,0.0,0.0,0.31,0.15
38,0.0,0.0,0.0,0.0,0.0,0.39875,0.0
39,0.0,0.0,0.13,0.0,0.0,0.35375,0.13
40,0.0,0.0,0.05,0.0,0.0,0.33625,0.05
41,0.0,0.0,0.2,0.0,0.0,0.40125,0.2
42,0.0,0.0,0.1,0.0,0.0,0.375,0.1
43,0.0,0.0,0.18,0.0,0.0,0.34875,0.18
44,0.0,0.0,0.45,0.0,0.0,0.385,0.45
45,0.0,0.0,0.38,0.0,0.0,0.44,0.38
46,0.0,0.0,0.19,0.0,0.0,0.38375,0.19
47,0.0,0.0,0.14,0.0,0.0,0.35375,0.14
48,0.0,0.0,0.08,0.0,0.0,0.35,0.08
49,0.0,0.0,0.4,0.0,0.0,0.3425,0.4
50,0.0,0.0,0.0,0.0,0.0,0.38,0.0
51,0.0,0.0,0.09,0.0,0.0,0.39125,0.09
52,0.0,0.0,0.15,0.0,0.0,0.3975,0.15
53,0.0,0.0,0.1,0.0,0.0,0.31625,0.1
54,0.0,0.0,0.21,0.0,0.0,0.3825,0.21
55,0.0,0.0,0.15,0.0,0.0,0.38625,0.15
56,0.0,0.0,0.05,0.0,0.0,0.33375,0.05
57,0.0,0.0,0.32,0.0,0.0,0.375,0.32
58,0.0,0.0,0.61,0.02,0.02,0.37625,0.61
59,0.0,0.0,0.14,0.0,0.0,0.36,0.14
60,0.0,0.0,0.04,0.0,0.0,0.34375,0.04
61,0.0,0.0,0.09,0.0,0.0,0.38,0.09
62,0.0,0.0,0.14,0.0,0.0,0.31625,0.14
63,0.0,0.0,0.18,0.0,0.0,0.3925,0.18
64,0.0,0.0,0.24,0.0,0.0,0.375,0.24
65,0.0,0.0,0.29,0.0,0.0,0.395,0.29
66,0.0,0.0,0.0,0.0,0.0,0.375,0.0
67,0.0,0.0,0.32,0.01,0.01,0.35875,0.32
68,0.0,0.0,0.18,0.0,0.0,0.3425,0.18
69,0.0,0.0,0.18,0.0,0.0,0.33625,0.18
70,0.0,0.0,0.21,0.0,0.0,0.34,0.21
71,0.0,0.0,0.09,0.0,0.0,0.3675,0.09
72,0.0,0.0,0.35,0.0,0.0,0.39625,0.35
73,0.0,0.0,0.14,0.0,0.0,0.3475,0.14
74,0.0,0.0,0.05,0.0,0.0,0.33375,0.05
75,0.0,0.0,0.0,0.0,0.0,0.29875,0.0
76,0.0,0.01,0.34,0.0,0.0,0.4025,0.35
77,0.0,0.0,0.34,0.0,0.0,0.4175,0.34
78,0.0,0.0,0.1,0.0,0.0,0.35875,0.1
79,0.0,0.0,0.2,0.0,0.0,0.37375,0.2
80,0.0,0.0,0.0,0.0,0.0,0.34375,0.0
81,0.0,0.0,0.09,0.0,0.0,0.37125,0.09
82,0.0,0.0,0.15,0.0,0.0,0.37875,0.15
83,0.0,0.0,0.1,0.0,0.0,0.3625,0.1
84,0.0,0.0,0.13,0.0,0.0,0.3575,0.13
85,0.0,0.0,0.29,0.0,0.0,0.3725,0.29
86,0.0,0.0,0.19,0.0,0.0,0.3425,0.19
87,0.0,0.0,0.0,0.0,0.0,0.40375,0.0
88,0.0,0.0,0.13,0.0,0.0,0.41125,0.13
89,0.0,0.0,0.08,0.0,0.0,0.36375,0.08
90,0.0,0.01,0.27,0.0,0.0,0.36875,0.28
91,0.0,0.0,0.05,0.0,0.0,0.345,0.05
92,0.0,0.0,0.4,0.01,0.01,0.38625,0.4
93,0.0,0.0,0.05,0.0,0.0,0.33,0.05
94,0.0,0.0,0.19,0.0,0.0,0.42,0.19
95,0.0,0.0,0.08,0.0,0.0,0.38625,0.08
96,0.0,0.0,0.1,0.0,0.0,0.36875,0.1
97,0.0,0.0,0.14,0.0,0.0,0.39625,0.14
98,0.0,0.02,0.48,0.01,0.01,0.395,0.5
99,0.0,0.0,0.22,0.0,0.0,0.375,0.22
100,0.0,0.0,0.23,0.0,0.0,0.37125,0.23
1,0.09,0.0,0.0,0.33375,0.09
2,0.19,0.0,0.0,0.3475,0.19
3,0.29,0.0,0.0,0.39875,0.29
4,0.36,0.0,0.0,0.385,0.36
5,0.09,0.0,0.0,0.3625,0.09
6,0.23,0.0,0.0,0.30875,0.23
7,0.04,0.0,0.0,0.34625,0.04
8,0.05,0.0,0.0,0.3275,0.05
9,0.09,0.0,0.0,0.325,0.09
10,0.1,0.0,0.0,0.3,0.1
11,0.2,0.0,0.0,0.32875,0.2
12,0.09,0.0,0.0,0.36,0.09
13,0.3,0.0,0.0,0.42625,0.3
14,0.19,0.0,0.0,0.335,0.19
15,0.09,0.0,0.0,0.3275,0.09
16,0.24,0.0,0.0,0.33125,0.24
17,0.0,0.0,0.0,0.35625,0.0
18,0.09,0.0,0.0,0.30875,0.09
19,0.56,0.02,0.03,0.39625,0.56
20,0.16,0.0,0.0,0.39375,0.16
21,0.04,0.0,0.0,0.30625,0.04
22,0.0,0.0,0.0,0.375,0.0
23,0.09,0.0,0.0,0.3325,0.09
24,0.32,0.0,0.0,0.35125,0.32
25,0.04,0.0,0.0,0.335,0.04
26,0.14,0.0,0.0,0.33625,0.14
27,0.4,0.0,0.0,0.435,0.4
28,0.04,0.0,0.0,0.30625,0.04
29,0.26,0.0,0.0,0.3675,0.26
30,0.44,0.0,0.0,0.35625,0.44
31,0.09,0.0,0.0,0.37375,0.09
32,0.04,0.0,0.0,0.29,0.04
33,0.07,0.0,0.0,0.29375,0.07
34,0.05,0.0,0.0,0.3625,0.05
35,0.28,0.0,0.0,0.31625,0.28
36,0.09,0.0,0.0,0.305,0.09
37,0.13,0.0,0.0,0.2975,0.13
38,0.34,0.0,0.0,0.36375,0.34
39,0.34,0.0,0.0,0.36125,0.34
40,0.38,0.0,0.0,0.375,0.38
41,0.04,0.0,0.0,0.34125,0.04
42,0.23,0.0,0.0,0.3375,0.23
43,0.2,0.0,0.0,0.33375,0.2
44,0.26,0.0,0.0,0.35625,0.26
45,0.05,0.0,0.0,0.35,0.05
46,0.32,0.0,0.0,0.4075,0.32
47,0.28,0.0,0.0,0.355,0.28
48,0.24,0.0,0.0,0.30875,0.24
49,0.43,0.02,0.02,0.3375,0.43
50,0.29,0.0,0.0,0.34625,0.29
51,0.08,0.0,0.0,0.36875,0.08
52,0.09,0.0,0.0,0.32625,0.09
53,0.13,0.0,0.0,0.32375,0.13
54,0.18,0.0,0.0,0.32375,0.18
55,0.36,0.0,0.0,0.39125,0.36
56,0.18,0.0,0.0,0.315,0.18
57,0.27,0.0,0.0,0.355,0.27
58,0.18,0.0,0.0,0.35125,0.18
59,0.47,0.02,0.02,0.32375,0.47
60,0.27,0.0,0.0,0.32875,0.27
61,0.21,0.0,0.0,0.37625,0.21
62,0.77,0.0,0.01,0.3725,0.77
63,0.14,0.0,0.0,0.3125,0.14
64,0.04,0.0,0.0,0.3325,0.04
65,0.05,0.0,0.0,0.3475,0.05
66,0.0,0.0,0.0,0.3475,0.0
67,0.13,0.0,0.0,0.32375,0.13
68,0.33,0.01,0.02,0.355,0.33
69,0.25,0.0,0.0,0.34875,0.25
70,0.2,0.0,0.0,0.35375,0.2
71,0.18,0.0,0.0,0.3375,0.18
72,0.18,0.0,0.0,0.34375,0.18
73,0.18,0.0,0.0,0.325,0.18
74,0.09,0.0,0.0,0.30875,0.09
75,0.05,0.0,0.0,0.3725,0.05
76,0.05,0.0,0.0,0.3475,0.05
77,0.0,0.0,0.0,0.35625,0.0
78,0.15,0.0,0.0,0.355,0.15
79,0.12,0.0,0.0,0.355,0.12
80,0.13,0.0,0.0,0.3775,0.13
81,0.31,0.0,0.0,0.36125,0.31
82,0.04,0.0,0.0,0.30375,0.04
83,0.04,0.0,0.0,0.3125,0.04
84,0.14,0.0,0.0,0.3275,0.14
85,0.05,0.0,0.0,0.3175,0.05
86,0.15,0.0,0.0,0.32125,0.15
87,0.09,0.0,0.0,0.3275,0.09
88,0.0,0.0,0.0,0.31625,0.0
89,0.22,0.0,0.0,0.36125,0.22
90,0.04,0.0,0.0,0.34,0.04
91,0.05,0.0,0.0,0.3425,0.05
92,0.22,0.0,0.0,0.355,0.22
93,0.29,0.0,0.0,0.39,0.29
94,0.05,0.0,0.0,0.33375,0.05
95,0.0,0.0,0.0,0.32625,0.0
96,0.24,0.0,0.0,0.32625,0.24
97,0.09,0.0,0.0,0.34875,0.09
98,0.14,0.0,0.0,0.3575,0.14
99,0.37,0.0,0.0,0.3875,0.37
100,0.0,0.0,0.0,0.33,0.0
1,0.0,0.04,0.0,0.3925,0.04
2,0.0,0.36,0.0,0.375,0.36
3,0.0,0.23,0.0,0.415,0.23
4,0.0,0.33,0.0,0.3525,0.33
5,0.0,0.14,0.0,0.30875,0.14
6,0.0,0.09,0.0,0.3325,0.09
7,0.0,0.1,0.0,0.2925,0.1
8,0.0,0.04,0.0,0.31625,0.04
9,0.0,0.14,0.0,0.32375,0.14
10,0.0,0.16,0.0,0.35125,0.16
11,0.01,0.72,0.01,0.37,0.72
12,0.0,0.37,0.0,0.36875,0.37
13,0.0,0.09,0.0,0.32875,0.09
14,0.0,0.14,0.0,0.33875,0.14
15,0.0,0.0,0.0,0.2625,0.0
16,0.0,0.42,0.0,0.35875,0.42
17,0.0,0.09,0.0,0.2925,0.09
18,0.0,0.24,0.0,0.33625,0.24
19,0.0,0.0,0.0,0.38125,0.0
20,0.0,0.05,0.0,0.31875,0.05
21,0.0,0.13,0.0,0.375,0.13
22,0.0,0.04,0.0,0.3825,0.04
23,0.0,0.51,0.0,0.33125,0.51
24,0.0,0.24,0.0,0.36875,0.24
25,0.0,0.2,0.0,0.31375,0.2
26,0.0,0.0,0.0,0.34,0.0
27,0.0,0.31,0.0,0.39375,0.31
28,0.0,0.2,0.0,0.3125,0.2
29,0.0,0.18,0.0,0.33375,0.18
30,0.0,0.09,0.0,0.3075,0.09
31,0.0,0.0,0.0,0.28125,0.0
32,0.0,0.14,0.0,0.295,0.14
33,0.0,0.0,0.0,0.3425,0.0
34,0.0,0.04,0.0,0.33875,0.04
35,0.02,0.57,0.02,0.375,0.57
36,0.0,0.18,0.0,0.34,0.18
37,0.0,0.27,0.0,0.31875,0.27
38,0.0,0.24,0.01,0.3425,0.24
39,0.0,0.1,0.0,0.34625,0.1
40,0.0,0.29,0.0,0.41,0.29
41,0.0,0.15,0.0,0.325,0.15
42,0.0,0.23,0.0,0.39,0.23
43,0.0,0.17,0.0,0.3575,0.17
44,0.0,0.19,0.0,0.3525,0.19
45,0.0,0.1,0.0,0.34625,0.1
46,0.0,0.14,0.0,0.34125,0.14
47,0.0,0.23,0.0,0.3475,0.23
48,0.0,0.23,0.0,0.37125,0.23
49,0.0,0.32,0.0,0.34625,0.32
50,0.0,0.04,0.0,0.32,0.04
51,0.0,0.18,0.0,0.38875,0.18
52,0.0,0.24,0.0,0.3675,0.24
53,0.0,0.23,0.0,0.34,0.23
54,0.0,0.27,0.0,0.36125,0.27
55,0.0,0.19,0.0,0.40125,0.19
56,0.0,0.22,0.0,0.40125,0.22
57,0.0,0.63,0.0,0.42,0.63
58,0.0,0.08,0.0,0.30125,0.08
59,0.0,0.0,0.0,0.30875,0.0
60,0.0,0.15,0.0,0.36375,0.15
61,0.0,0.0,0.0,0.31,0.0
62,0.0,0.19,0.0,0.36,0.19
63,0.0,0.31,0.0,0.405,0.31
64,0.0,0.7,0.02,0.3725,0.7
65,0.0,0.22,0.0,0.3325,0.22
66,0.0,0.0,0.0,0.35,0.0
67,0.0,0.09,0.0,0.33625,0.09
68,0.0,0.05,0.0,0.31875,0.05
69,0.0,0.05,0.0,0.30125,0.05
70,0.0,0.36,0.0,0.37,0.36
71,0.0,0.14,0.0,0.33625,0.14
72,0.0,0.17,0.0,0.34875,0.17
73,0.0,0.5,0.0,0.42375,0.5
74,0.0,0.04,0.0,0.31125,0.04
75,0.0,0.15,0.0,0.3825,0.15
76,0.0,0.59,0.0,0.4075,0.59
77,0.0,0.31,0.0,0.33,0.31
78,0.0,0.12,0.0,0.32125,0.12
79,0.0,0.1,0.0,0.32625,0.1
80,0.0,0.0,0.0,0.32,0.0
81,0.0,0.09,0.0,0.39625,0.09
82,0.0,0.13,0.0,0.355,0.13
83,0.0,0.27,0.0,0.37125,0.27
84,0.0,0.0,0.0,0.33625,0.0
85,0.01,0.26,0.01,0.35875,0.26
86,0.0,0.05,0.0,0.32875,0.05
87,0.0,0.1,0.0,0.35625,0.1
88,0.0,0.14,0.0,0.3475,0.14
89,0.0,0.0,0.0,0.33625,0.0
90,0.0,0.06,0.0,0.3525,0.06
91,0.0,0.13,0.0,0.325,0.13
92,0.0,0.05,0.0,0.37,0.05
93,0.0,0.28,0.0,0.34125,0.28
94,0.0,0.09,0.0,0.38875,0.09
95,0.0,0.21,0.0,0.3925,0.21
96,0.0,0.05,0.0,0.3725,0.05
97,0.0,0.2,0.0,0.365,0.2
98,0.0,0.05,0.0,0.34375,0.05
99,0.0,0.14,0.0,0.38,0.14
100,0.0,0.09,0.0,0.3575,0.09
1,0.0,0.28,0.0,0.34375,0.28
2,0.0,0.0,0.0,0.305,0.0
3,0.0,0.14,0.0,0.3075,0.14
4,0.0,0.0,0.0,0.36125,0.0
5,0.0,0.04,0.0,0.32375,0.04
6,0.0,0.29,0.0,0.31875,0.29
7,0.0,0.1,0.0,0.35125,0.1
8,0.0,0.18,0.0,0.35875,0.18
9,0.0,0.0,0.0,0.2775,0.0
10,0.0,0.13,0.0,0.28,0.13
11,0.0,0.05,0.0,0.36125,0.05
12,0.0,0.05,0.0,0.33,0.05
13,0.0,0.43,0.0,0.38625,0.43
14,0.0,0.18,0.0,0.36,0.18
15,0.0,0.18,0.0,0.37,0.18
16,0.0,0.14,0.0,0.39125,0.14
17,0.0,0.05,0.0,0.34125,0.05
18,0.0,0.09,0.0,0.33375,0.09
19,0.0,0.2,0.0,0.34125,0.2
20,0.0,0.14,0.0,0.35875,0.14
21,0.0,0.14,0.0,0.34125,0.14
22,0.0,0.2,0.0,0.30875,0.2
23,0.0,0.22,0.0,0.38375,0.22
24,0.0,0.21,0.0,0.3325,0.21
25,0.0,0.13,0.0,0.35375,0.13
26,0.0,0.1,0.0,0.3675,0.1
27,0.0,0.18,0.0,0.3275,0.18
28,0.0,0.36,0.0,0.40125,0.36
29,0.0,0.14,0.0,0.32125,0.14
30,0.0,0.18,0.0,0.37375,0.18
31,0.0,0.08,0.0,0.30625,0.08
32,0.0,0.13,0.0,0.35,0.13
33,0.0,0.24,0.0,0.38375,0.24
34,0.0,0.27,0.0,0.3675,0.27
35,0.0,0.1,0.0,0.37125,0.1
36,0.0,0.09,0.0,0.27,0.09
37,0.0,0.13,0.0,0.35,0.13
38,0.0,0.17,0.0,0.31625,0.17
39,0.0,0.29,0.0,0.36125,0.29
40,0.0,0.2,0.0,0.38375,0.2
41,0.0,0.05,0.0,0.35,0.05
42,0.0,0.38,0.0,0.41625,0.38
43,0.0,0.1,0.0,0.33,0.1
44,0.0,0.05,0.0,0.33375,0.05
45,0.0,0.19,0.0,0.3475,0.19
46,0.0,0.22,0.0,0.34875,0.22
47,0.0,0.04,0.0,0.335,0.04
48,0.03,0.67,0.01,0.385,0.67
49,0.0,0.09,0.0,0.34125,0.09
50,0.0,0.0,0.0,0.31,0.0
51,0.0,0.2,0.0,0.33375,0.2
52,0.0,0.21,0.0,0.34125,0.21
53,0.0,0.1,0.0,0.36125,0.1
54,0.0,0.22,0.0,0.34375,0.22
55,0.0,0.04,0.0,0.3375,0.04
56,0.0,0.05,0.0,0.30875,0.05
57,0.0,0.14,0.0,0.33,0.14
58,0.0,0.31,0.0,0.34,0.31
59,0.0,0.17,0.0,0.3875,0.17
60,0.0,0.19,0.0,0.36,0.19
61,0.0,0.18,0.0,0.30875,0.18
62,0.0,0.04,0.0,0.32125,0.04
63,0.0,0.23,0.0,0.33875,0.23
64,0.0,0.09,0.0,0.3525,0.09
65,0.0,0.19,0.0,0.30375,0.19
66,0.0,0.28,0.0,0.40125,0.28
67,0.0,0.25,0.0,0.28125,0.25
68,0.0,0.1,0.0,0.3625,0.1
69,0.0,0.0,0.0,0.31125,0.0
70,0.0,0.09,0.0,0.33625,0.09
71,0.01,0.46,0.0,0.38625,0.46
72,0.0,0.04,0.0,0.27875,0.04
73,0.0,0.19,0.0,0.32875,0.19
74,0.0,0.05,0.0,0.4,0.05
75,0.0,0.05,0.0,0.2975,0.05
76,0.0,0.27,0.0,0.345,0.27
77,0.0,0.25,0.0,0.37375,0.25
78,0.0,0.12,0.0,0.345,0.12
79,0.0,0.15,0.0,0.3525,0.15
80,0.0,0.12,0.0,0.32625,0.12
81,0.0,0.1,0.0,0.2825,0.1
82,0.0,0.24,0.0,0.31375,0.24
83,0.01,0.35,0.01,0.3875,0.35
84,0.0,0.15,0.0,0.3075,0.15
85,0.0,0.14,0.0,0.33375,0.14
86,0.0,0.33,0.0,0.39,0.33
87,0.0,0.05,0.0,0.3425,0.05
88,0.0,0.24,0.0,0.3225,0.24
89,0.0,0.1,0.0,0.32625,0.1
90,0.0,0.09,0.0,0.34,0.09
91,0.01,0.42,0.01,0.33,0.42
92,0.0,0.54,0.0,0.36375,0.54
93,0.0,0.0,0.0,0.3525,0.0
94,0.0,0.14,0.0,0.31625,0.14
95,0.0,0.07,0.0,0.31125,0.07
96,0.0,0.55,0.01,0.375,0.55
97,0.0,0.1,0.0,0.3925,0.1
98,0.0,0.17,0.0,0.33,0.17
99,0.0,0.33,0.0,0.34375,0.33
100,0.0,0.1,0.0,0.36875,0.1
1,0.0,0.0,0.0,0.3125,0.0
2,0.0,0.0,0.0,0.4125,0.0
3,0.0,0.0,0.0,0.2625,0.0
4,0.0,0.0,0.0,0.3875,0.0
5,0.0,0.0,0.0,0.2625,0.0
6,0.2,5.1,0.3,0.5375,5.1
7,0.0,0.0,0.0,0.3375,0.0
8,0.0,0.0,0.0,0.125,0.0
9,0.0,0.0,0.0,0.3375,0.0
10,0.0,0.0,0.0,0.45,0.0
1,0.0,0.0,0.0,0.35,0.0
2,0.0,0.0,0.0,0.325,0.0
3,0.0,0.0,0.0,0.2,0.0
4,0.0,0.0,0.0,0.2125,0.0
5,0.0,0.0,0.0,0.1875,0.0
6,0.0,0.9,0.0,0.3375,0.9
7,0.0,0.0,0.0,0.2625,0.0
8,0.0,0.0,0.0,0.2875,0.0
9,0.0,0.0,0.0,0.3,0.0
10,0.0,0.0,0.0,0.325,0.0
1,0.0,0.0,0.0,0.2125,0.0
2,0.0,0.4,0.0,0.25,0.4
3,0.0,0.0,0.0,0.15,0.0
4,0.0,0.0,0.0,0.1875,0.0
5,0.0,0.0,0.0,0.3625,0.0
6,0.0,0.5,0.0,0.175,0.5
7,0.0,0.9,0.0,0.3375,0.9
8,0.0,0.0,0.0,0.35,0.0
9,0.0,0.0,0.0,0.15,0.0
10,0.0,0.0,0.0,0.3,0.0
1,0.0,0.5,0.0,0.275,0.5
2,0.0,0.0,0.0,0.45,0.0
3,0.0,0.0,0.0,0.2875,0.0
